question_number,question,code,source,tables,text_for_embedding,curl,timestamp,answer
21,Top 10 lý do thất bại có số deal thất bại nhiều nhất là gì?,"{""measures"":[""crm_deal_failure_reason_stats.total_failed_deals""],""dimensions"":[""crm_deal_failure_reason_stats.failure_reason_name""],""order"":{""crm_deal_failure_reason_stats.total_failed_deals"":""desc""},""limit"":10}",crm,"[""crm_deal_failure_reason_stats""]",Top 10 lý do thất bại có số deal thất bại nhiều nhất là gì?,,,
22,Tổng số deal thất bại của top 5 lý do thất bại phổ biến nhất là bao nhiêu?,"{""measures"":[""crm_deal_failure_reason_stats.total_failed_deals""],""dimensions"":[""crm_deal_failure_reason_stats.failure_reason_name""],""order"":{""crm_deal_failure_reason_stats.total_failed_deals"":""desc""},""limit"":5}",crm,"[""crm_deal_failure_reason_stats""]",Tổng số deal thất bại của top 5 lý do thất bại phổ biến nhất là bao nhiêu?,,,
23,Có bao nhiêu lý do thất bại có số deal thất bại lớn hơn 100?,"{""measures"":[""crm_deal_failure_reason_stats.failure_reason_row_count""],""filters"":[{""member"":""crm_deal_failure_reason_stats.failed_deal_volume_bucket"",""operator"":""equals"",""values"":[""100_to_499"",""gte_500""]}]}",crm,"[""crm_deal_failure_reason_stats""]",Có bao nhiêu lý do thất bại có số deal thất bại lớn hơn 100?,,,
24,Có bao nhiêu lý do thất bại có dưới 50 deal thất bại?,"{""measures"":[""crm_deal_failure_reason_stats.failure_reason_row_count""],""filters"":[{""member"":""crm_deal_failure_reason_stats.failed_deal_volume_bucket"",""operator"":""equals"",""values"":[""lt_10"",""10_to_49""]}]}",crm,"[""crm_deal_failure_reason_stats""]",Có bao nhiêu lý do thất bại có dưới 50 deal thất bại?,,,
25,Những lý do thất bại nào thuộc nhóm có từ 10 đến 49 deal thất bại?,"{""measures"":[""crm_deal_failure_reason_stats.total_failed_deals""],""dimensions"":[""crm_deal_failure_reason_stats.failure_reason_name""],""filters"":[{""member"":""crm_deal_failure_reason_stats.failed_deal_volume_bucket"",""operator"":""equals"",""values"":[""10_to_49""]}]}",crm,"[""crm_deal_failure_reason_stats""]",Những lý do thất bại nào thuộc nhóm có từ 10 đến 49 deal thất bại?,,,
27,Những lý do thất bại nào thuộc nhóm có từ 100 đến 499 deal thất bại?,"{""measures"":[""crm_deal_failure_reason_stats.total_failed_deals""],""dimensions"":[""crm_deal_failure_reason_stats.failure_reason_name""],""filters"":[{""member"":""crm_deal_failure_reason_stats.failed_deal_volume_bucket"",""operator"":""equals"",""values"":[""100_to_499""]}]}",crm,"[""crm_deal_failure_reason_stats""]",Những lý do thất bại nào thuộc nhóm có từ 100 đến 499 deal thất bại?,,,
28,Những lý do thất bại nào thuộc nhóm có từ 500 deal thất bại trở lên?,"{""measures"":[""crm_deal_failure_reason_stats.total_failed_deals""],""dimensions"":[""crm_deal_failure_reason_stats.failure_reason_name""],""filters"":[{""member"":""crm_deal_failure_reason_stats.failed_deal_volume_bucket"",""operator"":""equals"",""values"":[""gte_500""]}]}",crm,"[""crm_deal_failure_reason_stats""]",Những lý do thất bại nào thuộc nhóm có từ 500 deal thất bại trở lên?,,,
,,,,,,,,
30,Số deal thất bại trung bình theo từng failed deal volume bucket là bao nhiêu?,"{""measures"":[""crm_deal_failure_reason_stats.avg_failed_deals""],""dimensions"":[""crm_deal_failure_reason_stats.failed_deal_volume_bucket""]}",crm,"[""crm_deal_failure_reason_stats""]",Số deal thất bại trung bình theo từng failed deal volume bucket là bao nhiêu?,,,
2,Tổng giá trị báo giá cuối cùng của tất cả sản phẩm trong hệ thống là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.total_final_total_amount""]}",crm,"[""crm_deal_quotation_products""]",Tổng giá trị báo giá cuối cùng của tất cả sản phẩm trong hệ thống là bao nhiêu?,,,
3,Tổng giá trị gốc của các dòng báo giá trước khi chiết khấu là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.total_base_total_amount""]}",crm,"[""crm_deal_quotation_products""]",Tổng giá trị gốc của các dòng báo giá trước khi chiết khấu là bao nhiêu?,,,
4,Tổng số dòng sản phẩm trong các báo giá là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.quotation_product_count""]}",crm,"[""crm_deal_quotation_products""]",Tổng số dòng sản phẩm trong các báo giá là bao nhiêu?,,,
5,Giá trị báo giá cuối cùng trung bình của một dòng sản phẩm là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.avg_final_total_amount""]}",crm,"[""crm_deal_quotation_products""]",Giá trị báo giá cuối cùng trung bình của một dòng sản phẩm là bao nhiêu?,,,
6,Xu hướng tổng giá trị báo giá cuối cùng theo tháng là như thế nào?,"{""measures"":[""crm_deal_quotation_products.total_final_total_amount""],""timeDimensions"":[{""dimension"":""crm_deal_quotation_products.quotation_date"",""granularity"":""month""}]}",crm,"[""crm_deal_quotation_products""]",Xu hướng tổng giá trị báo giá cuối cùng theo tháng là như thế nào?,,,
7,Tổng giá trị báo giá theo từng trạng thái báo giá là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.total_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.quotation_status""]}",crm,"[""crm_deal_quotation_products""]",Tổng giá trị báo giá theo từng trạng thái báo giá là bao nhiêu?,,,
8,Tổng giá trị báo giá theo từng sản phẩm là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.total_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.product_name""]}",crm,"[""crm_deal_quotation_products""]",Tổng giá trị báo giá theo từng sản phẩm là bao nhiêu?,,,
9,Top 10 sản phẩm có tổng giá trị báo giá cao nhất là gì?,"{""measures"":[""crm_deal_quotation_products.total_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.product_name""],""order"":{""crm_deal_quotation_products.total_final_total_amount"":""desc""},""limit"":10}",crm,"[""crm_deal_quotation_products""]",Top 10 sản phẩm có tổng giá trị báo giá cao nhất là gì?,,,
10,Cơ cấu số dòng sản phẩm theo price bucket là như thế nào?,"{""measures"":[""crm_deal_quotation_products.quotation_product_count""],""dimensions"":[""crm_deal_quotation_products.price_bucket""]}",crm,"[""crm_deal_quotation_products""]",Cơ cấu số dòng sản phẩm theo price bucket là như thế nào?,,,
11,Cơ cấu số lượng sản phẩm theo quantity bucket là như thế nào?,"{""measures"":[""crm_deal_quotation_products.quotation_product_count""],""dimensions"":[""crm_deal_quotation_products.quantity_bucket""]}",crm,"[""crm_deal_quotation_products""]",Cơ cấu số lượng sản phẩm theo quantity bucket là như thế nào?,,,
12,Gói sản phẩm nào có tổng giá trị báo giá cao nhất?,"{""measures"":[""crm_deal_quotation_products.total_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.package""],""order"":{""crm_deal_quotation_products.total_final_total_amount"":""desc""},""limit"":1}",crm,"[""crm_deal_quotation_products""]",Gói sản phẩm nào có tổng giá trị báo giá cao nhất?,,,
13,Gói sản phẩm nào có tổng giá trị báo giá thấp nhất?,"{""measures"":[""crm_deal_quotation_products.total_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.package""],""order"":{""crm_deal_quotation_products.total_final_total_amount"":""asc""},""limit"":1}",crm,"[""crm_deal_quotation_products""]",Gói sản phẩm nào có tổng giá trị báo giá thấp nhất?,,,
14,Tổng giá trị chiết khấu toàn báo giá là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.total_global_discount_amount""]}",crm,"[""crm_deal_quotation_products""]",Tổng giá trị chiết khấu toàn báo giá là bao nhiêu?,,,
15,Tổng giá trị chiết khấu ở mức dòng sản phẩm là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.total_discount_amount""]}",crm,"[""crm_deal_quotation_products""]",Tổng giá trị chiết khấu ở mức dòng sản phẩm là bao nhiêu?,,,
16,Tỷ lệ chiết khấu tổng thể giữa giá trị gốc và giá trị cuối cùng là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.discount_rate""]}",crm,"[""crm_deal_quotation_products""]",Tỷ lệ chiết khấu tổng thể giữa giá trị gốc và giá trị cuối cùng là bao nhiêu?,,,
17,Tỷ lệ giữa tổng giá trị cuối cùng và tổng giá trị gốc là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.final_to_base_rate""]}",crm,"[""crm_deal_quotation_products""]",Tỷ lệ giữa tổng giá trị cuối cùng và tổng giá trị gốc là bao nhiêu?,,,
18,Loại chiết khấu toàn báo giá nào có tổng giá trị chiết khấu lớn nhất?,"{""measures"":[""crm_deal_quotation_products.total_global_discount_amount""],""dimensions"":[""crm_deal_quotation_products.global_discount_type""],""order"":{""crm_deal_quotation_products.total_global_discount_amount"":""desc""},""limit"":1}",crm,"[""crm_deal_quotation_products""]",Loại chiết khấu toàn báo giá nào có tổng giá trị chiết khấu lớn nhất?,,,
19,Sản phẩm nào có giá trị báo giá lớn nhất trên một dòng báo giá?,"{""measures"":[""crm_deal_quotation_products.max_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.product_name""],""order"":{""crm_deal_quotation_products.max_final_total_amount"":""desc""},""limit"":1}",crm,"[""crm_deal_quotation_products""]",Sản phẩm nào có giá trị báo giá lớn nhất trên một dòng báo giá?,,,
20,Sản phẩm nào có giá trị báo giá nhỏ nhất trên một dòng báo giá?,"{""measures"":[""crm_deal_quotation_products.min_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.product_name""],""order"":{""crm_deal_quotation_products.min_final_total_amount"":""asc""},""limit"":1}",crm,"[""crm_deal_quotation_products""]",Sản phẩm nào có giá trị báo giá nhỏ nhất trên một dòng báo giá?,,,
21,Tổng số lượng sản phẩm được báo giá trong hệ thống là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.total_quantity""]}",crm,"[""crm_deal_quotation_products""]",Tổng số lượng sản phẩm được báo giá trong hệ thống là bao nhiêu?,,,
22,Tổng giá trị báo giá cuối cùng theo từng gói sản phẩm là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.total_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.package""]}",crm,"[""crm_deal_quotation_products""]",Tổng giá trị báo giá cuối cùng theo từng gói sản phẩm là bao nhiêu?,,,
23,Số dòng sản phẩm báo giá theo từng trạng thái báo giá là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.quotation_product_count""],""dimensions"":[""crm_deal_quotation_products.quotation_status""]}",crm,"[""crm_deal_quotation_products""]",Số dòng sản phẩm báo giá theo từng trạng thái báo giá là bao nhiêu?,,,
24,Tổng số lượng sản phẩm theo từng tên sản phẩm là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.total_quantity""],""dimensions"":[""crm_deal_quotation_products.product_name""]}",crm,"[""crm_deal_quotation_products""]",Tổng số lượng sản phẩm theo từng tên sản phẩm là bao nhiêu?,,,
25,Top 5 gói sản phẩm có tổng giá trị báo giá cao nhất là gì?,"{""measures"":[""crm_deal_quotation_products.total_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.package""],""order"":{""crm_deal_quotation_products.total_final_total_amount"":""desc""},""limit"":5}",crm,"[""crm_deal_quotation_products""]",Top 5 gói sản phẩm có tổng giá trị báo giá cao nhất là gì?,,,
26,Top 5 sản phẩm có số lượng được báo giá nhiều nhất là gì?,"{""measures"":[""crm_deal_quotation_products.total_quantity""],""dimensions"":[""crm_deal_quotation_products.product_name""],""order"":{""crm_deal_quotation_products.total_quantity"":""desc""},""limit"":5}",crm,"[""crm_deal_quotation_products""]",Top 5 sản phẩm có số lượng được báo giá nhiều nhất là gì?,,,
27,Xu hướng số dòng sản phẩm báo giá theo tháng là như thế nào?,"{""measures"":[""crm_deal_quotation_products.quotation_product_count""],""timeDimensions"":[{""dimension"":""crm_deal_quotation_products.quotation_date"",""granularity"":""month""}]}",crm,"[""crm_deal_quotation_products""]",Xu hướng số dòng sản phẩm báo giá theo tháng là như thế nào?,,,
28,Giá trị báo giá trung bình theo từng gói sản phẩm là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.avg_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.package""]}",crm,"[""crm_deal_quotation_products""]",Giá trị báo giá trung bình theo từng gói sản phẩm là bao nhiêu?,,,
29,Loại chiết khấu dòng sản phẩm nào có tổng giá trị chiết khấu lớn nhất?,"{""measures"":[""crm_deal_quotation_products.total_discount_amount""],""dimensions"":[""crm_deal_quotation_products.discount_type""],""order"":{""crm_deal_quotation_products.total_discount_amount"":""desc""},""limit"":1}",crm,"[""crm_deal_quotation_products""]",Loại chiết khấu dòng sản phẩm nào có tổng giá trị chiết khấu lớn nhất?,,,
30,Cơ cấu tổng giá trị báo giá theo loại chiết khấu toàn báo giá là như thế nào?,"{""measures"":[""crm_deal_quotation_products.total_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.global_discount_type""]}",crm,"[""crm_deal_quotation_products""]",Cơ cấu tổng giá trị báo giá theo loại chiết khấu toàn báo giá là như thế nào?,,,
31,Tổng giá trị báo giá theo từng đơn vị sản phẩm là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.total_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.product_unit""]}",crm,"[""crm_deal_quotation_products""]",Tổng giá trị báo giá theo từng đơn vị sản phẩm là bao nhiêu?,,,
32,Giá trị báo giá trung bình theo từng trạng thái báo giá là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.avg_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.quotation_status""]}",crm,"[""crm_deal_quotation_products""]",Giá trị báo giá trung bình theo từng trạng thái báo giá là bao nhiêu?,,,
33,Giá trị báo giá lớn nhất theo từng sản phẩm là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.max_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.product_name""]}",crm,"[""crm_deal_quotation_products""]",Giá trị báo giá lớn nhất theo từng sản phẩm là bao nhiêu?,,,
34,Giá trị báo giá nhỏ nhất theo từng sản phẩm là bao nhiêu?,"{""measures"":[""crm_deal_quotation_products.min_final_total_amount""],""dimensions"":[""crm_deal_quotation_products.product_name""]}",crm,"[""crm_deal_quotation_products""]",Giá trị báo giá nhỏ nhất theo từng sản phẩm là bao nhiêu?,,,
35,Cơ cấu số dòng sản phẩm theo đơn vị sản phẩm là như thế nào?,"{""measures"":[""crm_deal_quotation_products.quotation_product_count""],""dimensions"":[""crm_deal_quotation_products.product_unit""]}",crm,"[""crm_deal_quotation_products""]",Cơ cấu số dòng sản phẩm theo đơn vị sản phẩm là như thế nào?,,,
